User ID,Username,Retweet Count,Mention Count,Follower Count,Verified,tweet,Label
741471,douglaskevin,90,4,2159,1,counselor hisham mostafa judici supervisor zamalek club elect talk conduct elector process far ontimenew,1
937415,jlewis,2,5,1973,1,god serious haha hussein alshahat hate footbal that god,0
713099,nrichards,93,0,7664,0,amir mortada mansour gener supervisor footbal zamalek club said match white team held friday even difficult,1
821550,jnorman,73,3,3586,1,say wait alahli play groceri store four month one day stay match doesnt tv wifi watch haha,0
747094,james82,24,5,8366,0,hahahaha took left,0
515208,mcintyreheather,63,3,6405,1,come back defens advanc bounc back score second third haha hilal alfath,0
885855,qmassey,59,4,3998,0,come dear focu leagu remov,0
426101,hhill,31,3,7455,0,victor gomez offici alahli altaraji meet tunisia radwan ged offici return match cairo,1
444088,monicamolina,57,0,8315,0,badr bannon also neg sampl,1
524814,crystallopez,72,0,3448,1,awar zamalek uncl hajj high,0
725468,rachelblankenship,24,3,3561,0,imagin contractor next match would fourth place african union ask name team play champion leagu confeder would alahli futur pyramid contractor,0
102069,hancockmisty,97,5,7743,1,haha alahli club right valu hahahaha yanni,0
273552,chad17,86,5,2040,0,vidal lol player frankli wonder werent age,0
807473,coxmartha,20,4,7284,0,shrewd neymar sweet goal,1
213142,qperry,50,0,3257,1,refere dog upset say,0
305323,pmckee,97,3,5210,0,riyadh ahlawi transfer grandfath love riyadh,0
789875,lcasey,45,5,7664,1,barcelona coach,0
592333,jasonburke,88,2,2326,1,she june begin ravinia elch,0
324032,athompson,75,2,668,0,mean two team barcelona real madrid need defens organ attack destroy two team today real madrid tie minut fee haha barcelona becom movi,0
285247,denise38,94,4,7086,0,union leader lose bottom haha time decis gentl rais hand leagu miss rome miss follow swear god shame ittihad altai humbl team advic pull shirt ziad omar hawsawi get defens club youth,0
910097,solismicheal,34,3,4273,0,offici page zamalek club publish pictur air defens stadium equip receiv zamalek pyramid match schedul pm today friday part twentieth round egyptian premier leagu competit,1
428136,fcook,93,2,7756,0,hahaha glori god local place play aladalah club alalami alhil global destin global match await mexican club monterrey saturday determin third fourth place world club cup haha know global local justic leagu,0
120902,davidtammie,34,0,6156,1,name,0
316744,kevin04,62,3,7230,0,pyramid club offici want market ahm fathi sell next januari transfer especi light technic staff reli player,1
387418,oscarparker,28,2,9765,0,shout much pain,0
232494,christopher08,5,4,375,0,egyptian woman fenc team deleg left germani today particip u woman world cup schedul held decemb,1
391934,clarkdakota,64,1,9038,1,ismaili team finish train afternoon prepar face arab contractor gener leagu competit abu greisha keen support team,1
868249,zjohnson,6,3,8887,0,greek baba vassili coach ghazl el mahalla team announc start lineup play futur match shortli alsalam stadium,1
208848,benjaminsparks,78,4,7882,0,final includ saudi leagu,0
191782,jasoncaldwell,29,3,8676,1,russia moroccan player bouhaddouz becam famou goal score net egyptian player fathi jealou swore like haha lord jinx first time arab team unit heart soul russia good omen arab dont upset egypt air togeth,0
562901,maria95,35,4,5385,0,pharco club offici premier,1
525202,flemingpamela,91,2,1797,0,happen arbitr yesterday two match congo benin ghana south africa confirm african arbitr still unfortun sometim black spot dress african footbal,1
982489,crhodes,48,1,4820,1,match america wale terribl lot run fit dont feel english premier leagu,0
675100,cameronvargas,22,0,985,1,provoc opinion prais player deserv prais respond prais player leagu start eye opinion see great super player deserv prais god will perform success level fail god forbid hand lord mean want critic satisfi ego disobedi,0
452149,billyrussell,32,1,4652,0,al ahli say take point forgot save haha lol,0
839297,yatesmatthew,88,2,3618,0,lopetegui sign real madrid train contract dismiss spain spanish coach julen lopetegui sign real madrid coach contract start next season period three year dismiss coach spanish nation team,1
665766,sarahrodriguez,12,0,9100,1,refere committe footbal associ assign almasri pyramid match refere wael farhan refere tariq magdi manag almokawloon futur match,1
644920,sarah31,85,1,1141,1,refere swore osasuna would lose rough number real madrid player refere saw noth expect refere score win goal real madrid,0
993239,xgibson,42,3,9837,0,name,0
306948,beckyjoseph,69,5,6387,0,brother samaja activ newcastl okay god karenj tra see offsid mahi offsid hahahaha kane masjtjt u haha god will fall,0
879926,reynoldsisaac,96,0,1109,1,offici ismaili agre loan moham awad saudi unit ismaili board director categor reject offer demand obtain servic distinguish goalkeep due team need effort,1
995249,mcdonaldjoanna,52,4,1778,0,short without burn blood ahli know spirit level frankli expo u scandal cours understood,0
184762,morrisonwilliam,54,2,6237,1,allaiba zamalek jam today haha deal,0
440786,rbrown,39,3,8135,0,meteb renew desir retir end current season,1
202436,brookeberg,39,0,3357,1,next month god will muammar alaryani buy dean luma whiskey sanaa pay half salari everi three month like rest yemeni didnt revenu nation bank saudi arabia saudi ambassador would transfer valu whiskey god provid right rent school fee right child daba port,0
483130,jamiefaulkner,22,4,8286,1,imagin meet chelsea first leagu lose fourth haha,0
163156,nielsenashley,99,4,6845,1,tall croatia striker say jan koller cant run haha,0
483328,melissafreeman,96,4,7682,1,jamal allam deal queiroz complet give support allam darndali saif,1
709847,jonathanphillips,37,3,6172,0,failur failur postpon leagu due particip team extern championship,0
291846,nicolerichardson,32,5,8845,0,haha defens uniform usual may god burn,0
166199,gonzaleztara,18,4,8346,1,vinni liverpool nightmar problem team play front real madrid chanc score hesit that ball lost opportun lost,0
220130,pperez,22,2,4250,1,th edit egyptian premier leagu competit start octob first edit tournament consid one best ever middl east africa,1
776173,schwartzdaniel,13,3,1467,1,see wydad right goal hand strength haha frankli creativ,0
246111,maureenmiller,40,5,8391,1,differ technic staff queiroz relat wonder,1
189513,nsimmons,18,1,9400,0,marcel kohler coach first footbal team alahli club hold technic lectur team player pm,1
798507,buchanansonya,88,5,2634,1,one goal left remind u peopl score half hour haha,0
621212,lawrencekyle,59,3,1928,1,cours behind everywher alahli fan weapon wing accept defeat strength alahli strength alahli fan one know peopl year old outsid africa sit year without turn everi match given live haha sweetand time,0
975433,jonescourtney,89,0,6868,1,result pharaoh cup artist gymnast senior junior femal current held cover hall cairo intern stadium result particip countri name egypt,1
223891,qtodd,83,1,2665,1,nation team continu train camp second day alexandria ontimenew,1
887115,allenjeffrey,42,3,9301,1,cancel warn twice funniest thing ever seen footbal,0
259644,christine84,10,2,5542,0,hazem fattouh carteron return egypt benefit zamalek club,1
890939,johnsondavid,46,1,4163,0,egyptian nation youth team born conclud train today friday prepar face seneg third final round group stage african nation championship egypt host februari march,1
765493,shearyan,11,5,9898,1,portugues josevaldo ferreira coach first footbal team zamalek club present abdel latif abourguila stadium club headquart today saturday,1
852995,christopher83,16,3,8051,1,divorc mazemb life encourag zamalek haha,0
743086,smithsamantha,77,0,4720,0,mortada thank minist transport allow reserv train zamalek fan fulli featur german train book go aswan support team far aswan team egyptian mortada thank minist countri german,0
638580,hbell,87,2,3998,1,today world wrestl championship begin spain great prais deleg particip arab nile intern championship cano kayak ontimenew,1
607699,garciaelizabeth,28,1,6788,1,may god help u return mous rule haha,0
954474,martinbilly,76,2,3544,0,alahli club page facebook publish pictur south african fan receiv compatriot perci tau alahli player red geni mission play sun down match saturday african champion leagu,1
376945,matthewgonzalez,46,0,6994,0,refere come citi bu,0
693014,jgomez,90,1,8459,0,footbal gadi hit potto graduat,0
588546,valerie56,94,0,1340,1,congratul alittihad alleagu prepar alhil said plea press strang match profession leagu ramadan tournament,0
292819,selenavazquez,56,5,4471,0,ahm sami technic director ceramica club announc format team play intern match start shortli within match round gener leagu championship,1
698273,lmorrison,3,5,5271,1,portugues coach jaim pacheco coach pyramid club announc format almasri match framework premier leagu meet meet bring two team togeth even burj alarab stadium alexandria within framework th round match championship,1
114514,tcarr,60,0,8195,1,burial crescent afterlif frog buri haha hilalalahli,0
895568,maria73,68,3,7906,1,mosiman took hand alahli caf champion leagu alahli went sen club world cup someon come tell goblin oh brother,0
587688,nixontony,69,5,4451,1,god great u win zamalek row halal without fake penalti nation bank ceramica cleopatra arab contractor spin el mahalla red club smouha futur pyramid el gouna egypt clear ismaili,0
867477,john79,60,4,327,0,talisca great player environ victori made player exalt delus haha movement insignific second team would score goal everi match ruin player,0
577814,connor36,90,5,7836,0,girl dont like soccer suddenli encourag flani team flani team haha clear walk path love love,0
281031,xwilson,81,4,4202,0,gamal allam presid egyptian footbal associ attend meet african union chair patric motsep discus plan develop footbal africa,1
118821,jlucas,68,5,5709,1,first half alahli arab contractor match current held alsalam stadium premier leagu end alahli advanc two goal one,1
249553,charlesleon,60,4,5242,0,ahm elsheikh player ghazl elmahalla team top egyptian premier leagu top scorer rank tabl hold today monday one match ghazl elmahalla alahli bank team,1
675386,mooneythomas,52,5,3224,0,ok prophet alittihad take alnabit atif loan long alahli regist,0
739548,fsosa,7,5,3200,1,ahm abdel raouf explain technic opinion zamalek match el mokawloon leagu extent impact absenc alabyad ontimenew,1
497175,jennifernunez,59,2,4009,0,alahli made u happi god zamalek,0
941400,danieltravis,43,4,7725,1,fan still will cancel musimani full histori sun down prove point view fail coach salvat mean alahli africa fyler musimani without credit sun down current win new coach musimani someth el haha,0
669663,tammynolan,98,5,9292,1,hahahaha zamalek match,0
633079,zacharypreston,43,4,7966,1,alahli,0
277750,carlalewis,53,1,613,1,alahli medium claim alahli realli leav left win support defend caus forget club simpl famili,0
592043,patriciadiaz,64,5,1938,0,draw arab championship held today saudi arabia result zamalek fall saudi victori led cristiano ronaldo group c,1
283707,erika38,15,3,4343,0,riyadh haithem high comment,0
682530,tjohnson,56,3,2950,0,alahli defeat,0
212686,uholt,69,2,4492,1,imagin keiza groceri store minut go touch ball,0
162252,aneal,49,1,3712,1,egypt first woman team succeed qualifi african basketbal championship held rwanda defeat uganda,1
957945,williamssarah,32,4,9541,0,refere suck,0
161489,josephlane,48,4,2176,0,ismaili committe begin open file renew team player contract come period ontimenew,1
398859,evelyn57,34,3,585,1,russian secur servic announc thwart attack moscow arrest one planner one central asian republ say terrorist plan attack moscow explos devic intend join terrorist group middl east haha idlib link azerbaijan central asia caucasu,0
984890,nathannorton,8,0,1233,1,may god help peopl gone top leagu top scorer sixth ball still front haha,0
715040,johnking,22,4,3110,0,alahli like alittihad alahli flag hide penalti alahli fan busi make pancak drum club fan alahli entiti releg know affair alahli cut news releg he eat stomach,0
142829,wgreen,63,4,9711,0,refere sundown match,0
976749,brian30,26,1,8237,0,portugues roy vittoria coach egyptian nation team rever famili life much appear lot privat life famili social medium,1
430599,mariarodriguez,38,2,759,1,emot drought year depriv otaibi alhil score goal asian cup use say outfit okay outfit okay outfit okay boat antiqu haha,0
211961,xflynn,76,3,790,0,footbal goool refere offsid,0
943143,christopherspencer,46,2,2310,1,dortmund miss leagu schalk mani time come back schalk ruin leagu afterward,0
772208,fernandezjeffery,13,5,2507,1,thousand congratul alahli club win albilalah team haha,0
409931,watsonrobert,66,2,3887,1,day ago saw someon put pictur argentin goalkeep say face case dont see next week understand mean mean team defens forc imposs see goalkeep face haha hurt,0
718233,amycarter,58,0,3943,1,zamalek negoti replac tariq hame alahli intensifi negoti former zamalek goalkeep learn new pole deal ontimenew,1
634190,wneal,4,4,9243,1,import inform alahli team match counterpart smouha held seven even sunday alahli alsalam stadium ninth round premier leagu competit,1
268844,sarahbrown,51,2,1049,1,haha majdou ibn zakri rais deserv god sigh asshol rememb except leagu ramadan didnt shut squawk bray noth left noth,0
158783,fmoore,31,5,325,0,ghana beat mali top egypt group guarante qualif,1
279862,maria89,86,0,8067,1,khale eid technic director ghazl el mahalla face alahli order win,1
949807,fosterchristina,76,5,3803,1,whoever critic sobhi deal build footbal man oh one surpris sobhi return mean great goalkeep alahli left would cut specif committe neglect,0
544982,shawnleonard,73,5,6599,1,name,0
776144,james13,14,1,8594,1,republ shebin team lead stand bahri alexandria group point round second divis leagu,1
496743,michaelkelly,63,3,6366,0,egypt u woman nation footbal team organ weekli gather polic sport union stadium abbasiya prepar north african championship start next februari,1
221898,jesseparks,43,0,6864,0,ahm fattouh player zamalek club sent messag support colleagu th summit match egyptian club leagu competit bring togeth alahli zamalek eight thirti even cairo intern stadium,1
214780,ronaldmartin,38,0,1945,1,shawki gharib announc choos alshennawi name postpon confirm alahli reach african final,1
537396,shaun64,14,3,9113,1,know stop final dream argentina messi portug ronaldo one el knot player two know thoma mueller germani second group play quarterfin portug know happen,0
826199,nmartinez,89,4,2671,0,format tunisian esper front alahli moez bin sharifeh khalil shamam hussein alrabe sham alzawadi sameh aldarbali coulibali frank kom ghilan shaalali ani albadri taha alkhunisi youssef albalayli,1
264876,jillevans,79,1,7231,1,haha zamalek open behind front whole stadium behind front,0
947332,cjohnson,61,4,506,0,forc win leagu champion laugh god haha give shaila mutun qahr,0
285819,sierrahanna,70,1,4080,0,mido elhadari injuri great loss start ghali necess leader field,1
850421,joseph77,9,3,9904,1,long live egypt tokyoolymp,1
755116,idavis,71,1,4061,1,moham alsabahi close leav alittihad alexandria current winter transfer,1
222617,vbarnes,44,1,4776,1,offici footbal associ head gamal allam announc open winter registr premier leagu club start today sunday first januari,1
966943,cobbmichael,7,3,4214,1,tell predict outcom today match,1
601992,scott50,42,3,4001,1,yesterday alzalantah program dr salah accord god awak listen u salah air khale latif said surpris hahahaha,0
216880,vconway,46,3,582,0,ashraf sobhi minist youth sport gamal allam presid footbal associ patric motsep presid confeder african footbal caf attend final african youth cup nation,1
237773,james38,83,0,3242,1,ask nasrawi strongest victori seen tell victori leagu crown princ cup achiev alhil end season consid disappoint came asia haha swear god differ two club,0
737887,bhill,11,2,6766,1,moham sharif score second goal alahli alahli ghazl el mahalla,1
865728,williamskimberly,28,4,740,0,birthday alahli highlight import achiev rabih yassin alahli club keen celebr birthday former player rabih yassin fall today seventh septemb highlight mani achiev team career,1
823301,ojohnson,5,0,5242,0,want quick lead go back group haha alahlyreviewcausespain,0
188257,unguyen,71,5,7111,1,offici page footbal associ publish analysi mark clattenburg chairman refere committe match sixth round leagu,1
885556,dennisphilip,92,0,3979,1,argentina happi think ball nice haha,0
121187,summerspam,17,1,6102,1,dont understand yassin tahir ayman dawood place zizou cours utmost respect extraordinari effort omar kamal zizou better continu last quarter hour decis,1
898176,sullivanjennifer,45,3,3398,0,vanguard armi team led moham youssef restor effort duo moham diab hassan magdi team player upcom ghazl el mahalla match leagu,1
116684,ecopeland,31,1,3781,0,sharif ashraf close move petrojet,1
799555,raymond53,88,3,9612,1,farajishtemstherul hahahahhahahahahaha laugh everi moo crescent demand stop presenc crescent useless must remov bench,0
609258,nhall,79,2,45,1,see dream hero want weight strike hilalzamalek,0
825578,gloria10,9,1,2312,0,offici restrict lift egyptian club end problem moein alshaabani,1
626077,howardmichael,77,1,3966,0,name,0
329301,calvin06,55,0,3792,0,congratul leagu zamalek bye bye hi promis differ point alahli zamalek remain scandal club centuri haha,0
356275,zbrooks,64,0,5732,0,haha footbal dial rahim locust brother cri daba,0
357591,robert68,27,3,503,0,match seventeenth week upper egypt group result victori assiut petroleum el gouna minya fayoum,1
998412,brittanymcguire,96,3,2603,0,abdelbaqi jamal coach ghazl elmahalla team announc format team meet enppi meet bring togeth shortli elmahalla stadium,1
126347,philip64,51,3,4238,0,ontim sport channel broadcast egyptian nation team match mozambiqu pm afternoon open match u african cup nation egypt host februari march,1
836771,qjones,81,2,3996,1,ahm alghandour refere almasri alahli assist ayman djeish tahseen abu alsadat muhammad saber fourth refere hossam aljallad mahmoud nagi fifth refere moham adel refere tanta x el mokawloon match saeed hamza direct match enppi x alassiouti held tomorrow within th round leagu,1
887981,edwardtaylor,59,4,3100,1,tunisian hamza mathlouthi right back zamalek continu rehabilit program set team medic staff sidelin train today tuesday,1
887675,lindseymatthew,79,5,1162,1,omar fay defend arab contractor team egyptian youth team sent special messag egyptian footbal fan person account instagram youth team exit african cup nation,1
355935,dickersondennis,53,2,9040,1,walid haha ye gem victori singl goal said possibl three difficult,0
938358,davisashley,0,1,1977,1,hahahaha director return penalti shot refere clear second shot alhil leagu,0
870624,larsonpatrick,34,1,8566,1,blazer defens laugh rebound right haha oh god grizzli coach understand,0
283990,jpena,45,4,913,0,arrog refere didnt give card,0
192292,xshepard,87,2,7194,0,end first half alahli moroccan raja predict second half,1
703495,wardjennifer,33,4,8617,1,alahli fan zamalek team god era sad insid u thank,0
103242,imoreno,88,0,881,1,advanc counterattack goal defens win haha,0
363951,kgilmore,36,1,6953,0,today wednesday first footbal team egyptian club resum train camp port said end short vacat hossam hassan coach team grant player period hour,1
583171,pnelson,42,3,7508,0,interest saudi footbal messi stay riyadh,0
527234,kimberly03,48,5,9808,0,hahahaha lion play seek refug word refere would given blow oh black awai,0
258533,guzmanjanet,48,1,2810,1,board director alahli club decid occas anniversari open alahli club garag corner per day per hour hanafi reincarn,0
831680,jonesandrea,62,3,5001,1,zamalek fan choos moham kofi best player alexandrian union match,1
512469,morganjoe,91,2,1553,1,today thursday egyptian sport wit mani import news notabl alsabahi refere smouha almahalla alsae nation bank contractor,1
603727,michaelgonzalez,94,2,5389,0,mourtada mansour hazem imam hit morsi name face,1
550331,heathermoreno,63,2,583,0,im sad zamalek lost haha im joke make differ planet zamalek,0
602825,kevinwilliamson,68,1,9602,1,confront zamalek pyramid enjoy special competit great public interest given strength two team great competit advanc posit stand leagu tabl team enter today match rais slogan altern win,1
360764,ianbaker,72,2,8828,0,alahli strang trend derbi,0
517826,samantha44,24,2,3315,0,hahahahahaha announc apart alhadath mean zamalek channel say surpris ramadan sobhi haifadl born long grown,0
994496,lvasquez,67,4,1769,1,haha rememb fahl alnafi nayaq alsuwailem alnasr alahli,0
453478,jenniferreynolds,77,3,5107,0,bodyguard man,0
725961,dgriffith,95,4,5376,1,th minut ghana advanc congo,1
332520,eric44,47,3,9063,0,nabi suhail hawaik comment rule haha,0
191077,jasmine71,36,0,2385,0,leagu start earli hahahaha god gloat,0
159642,changkeith,58,2,5571,1,messag came medhat shalabi best player alahli pyramid meet medhat shalabi one word sharif talajah sharif talajah sure haha mean sherif ekrami refriger ha ha ha ha ha ha ha hawa like,0
393007,susanmoore,95,4,3214,0,mercenari mercenari alahli medium prosecutor exploit opportun gap order excus medium platform blue wave threw ocean contain mercenari like mercenari derbi damn everyon rise shoulder club claim defens aptitud adjust,0
435616,kaneraymond,38,1,6246,0,good morn zamalek anoth opinion,0
271403,rwilliams,55,1,8217,1,guy sake justic see shot french thuram plenti clearer plenti demaria saw refere laugh function var franc,0
536927,frussell,5,1,5034,0,abdelbaqi gamal coach ghazl elmahalla team announc start lineup today match nation bank th round egyptian leagu competit,1
972608,rashley,98,1,1716,1,madrid play oh spanish leagu haha,0
822838,jacobsluis,95,2,4100,1,fira bin aifa score first goal eastern compani alahli eastern compani,1
108914,ibarnes,12,5,6589,1,ferreira ask player focu enppi match make best use halfopportun complac front oppon goal leav posse order continu victori,1
822882,pmcclain,71,2,4394,1,play champion leagu anthem dont worri real madrid european king,1
821474,ali,28,5,6400,1,zamalek offici current intensifi attempt imam ashour midfield white soccer team persuad tri revers decis becom profession outsid,1
834655,perezroberto,75,0,6876,0,alahli team conclud group train today monday prepar match arab contractor tomorrow tuesday schedul meet seventeenth week leagu competit,1
298609,joy84,3,2,636,1,tariq hame mortada dont make refus part play zamalek club midfield tariq hame respond presid zamalek club accus level escap club renew belong anyth money,1
223366,rosaleskarla,99,0,1135,1,ismail youssef apolog posit gener coach zamalek nightingal director footbal,1
841377,bsolis,89,3,1448,0,zamalek swallow second one,0
735026,fmorgan,33,4,5241,1,mahmoud albanna refere tanta smouha match tomorrow within nineteenth week first divis leagu assist mustafa hassan mahmoud abdelsami moham elshennawi fourth refere ashraf rashad wael farhan fifth refere,1
485982,william39,60,5,1556,1,say decemb challeng day umbrella nation allianc civil develop dont know call fake name import thing rememb celebr day return thousand privat hospit took threw friend prison said famili work gener zamalek,0
565432,amandawhite,80,4,1982,1,player current want leav zamalek let wife see anoth team instagram late due,0
960359,amanda71,71,1,2487,0,haha zamalekth laugh stock centuri,0
269212,david58,66,5,9911,1,omar radwan goalkeep vanguard armi undergo medic test determin posit team confront nation bank schedul next tuesday,1
102149,santospeggy,23,0,5102,0,tunisian elia aljelassi obtain approv technic staff almasri club led hossam hassan travel tunisia current period spend short vacat famili,1
648863,garyhowell,45,2,6322,1,goal everi minut around psych shake lot match get away tv littl one haha dima raja,0
559730,amandapatterson,76,2,2457,0,name,0
346880,frazierkimberly,27,4,4092,0,usta understand run away thought problem think big big deal tanta center gharbia governor know center alway big hour far away like liverpool center,0
685505,isaiah96,55,4,2182,0,first half pyramid match aswan end goalless draw match brought togeth even monday air defens stadium eighth round egyptian premier leagu competit,1
657434,meyersjennifer,50,2,7839,1,refere erdogan born haha,0
138744,osbornebrittany,8,2,4076,0,oppon seek weaken natur customari seek full chanc oppon casemiro departur even real madrid fan consid affect say altern exist noth mitig shock departur especi sinc player height level abl give least year perez right,0
757261,jenningstravis,88,4,2518,1,belgium rise quarterfin euro defeat portug,1
720872,xgould,19,3,2887,0,footbal associ address caf approv suez canal author stadium africa ontimenew,1
212416,holly02,44,3,9050,0,amer hussein member footbal associ board director said alahli particip upcom fifa club world cup caus great confus schedul egyptian championship,1
668911,krystal03,10,5,860,1,swiss coach marcel koller alahli coach decid fate offer receiv ramus rabia ayman ashraf player red team order leav club current winter transfer period,1
166142,grogers,29,1,7951,1,buy sweet pill store haha,0
156967,oanderson,41,1,2378,1,year old havent play footbal concern life go field play better mickey soni imagin thing love sourc food child eat grass alahli need solid chang anyth need spirit determin appreci grace famili,0
962693,craigharvey,61,1,3880,1,impress state disagr fan zamalek peopl want leagu decid today peopl tomorrow mani month ago hope finish leagu confus whether lose titl best disagr u may god liter perpetu u,0
837766,nicholasrojas,5,3,9007,1,suez team achiev import victori alnasr team three goal one match brought togeth today friday within framework twentysecond week cairo alqanat group competit second divis leagu,1
514545,dustin80,97,0,4677,0,omar jaber player first footbal team zamalek club continu rehabilit program sidelin group train alabyad held today abdellatif abu rujaila stadium,1
533396,martinezandrea,2,1,4451,0,mortada never tire sick even corona hit world popul could get close player zamalek said season play summer winter cold heat day night insid egypt outsid none lace boot loosen player calv muscl smell touch get injur sheikh batakh shabrakhit secret,0
234379,umiller,84,5,8998,1,ahli lokum haha,0
362042,elizabethmercer,5,5,6147,0,shape team one want get use atmospher rememb ittihad askar europ first match play leagu return defeat jeddah ask said use atmospher jeddah ahli ittihad nasr hilal team,0
182421,bartonkristi,18,4,8474,1,ask question mani goal messi score sinc start tournament without penalti dirti attack privat dont respond haha question isnt,0
682396,walshtristan,53,0,9652,1,leagu walid alhil medium funni guest alhil stabl haha mani coach alhil two thirteen year stabil championship come pitfal forgotten,0
170190,meagan16,11,4,1111,1,nation handbal team record th particip handbal world cup particip current edit host poland sweden,1
198510,kelleycynthia,73,1,7249,0,zamalek object goal bruno savio suspend month haha,0
330301,thunter,73,3,1103,0,omar radwan former alahli goalkeep moham youssef scandal went without injuri alahli educ,0
876335,jmartin,85,4,83,0,best thing say day arafah god god alon partner kingdom prais capabl everyth,1
280425,samuel52,13,1,7332,0,alittihad lead leagu joy fan haha,0
710558,valentinemelissa,39,1,1270,1,portugues josevaldo ferreira coach first footbal team zamalek club appear insid white castl headquart prepar lead team train ferreira lead zamalek train even,1
781320,flowersjudy,54,0,7405,1,minut pas sinc match zamalek alittihad alexandria current held burj alarab stadium part th round competit,1
558419,nicole17,76,2,6009,1,alahli five exclud front tanzanian yang rest ferman jol,1
608965,karinabishop,2,5,8650,1,alahli real madrid two best thing life third know,0
694675,gjones,81,5,6266,0,african championship club world cup musiman preoccupi moment,1
655282,robert44,28,2,2288,0,alahli club manag began motiv player present honor perform real madrid match bring two team togeth next wednesday club world cup semifin,1
321874,kdaniel,73,5,5554,0,format esper face alahli goalkeep moez bin sherifia defens sameh aldarbali hussein alrabe sham aldin althawadi khalil shamam middl moham ali mona frank koum fossini coulibali ani el badri attack haitham aljuweni taha yassin alkhunisi,1
931576,cosborne,33,0,2378,1,real madrid villarr manchest citi liverpool opinion champion leagu champion season,1
646394,luis04,38,0,7072,0,hahahaha oh god poor crescent goal check mous haha,0
119208,sean74,92,4,3665,0,import question mani championship alahli taken sinc dada assum presid zamalek mani sum lose mani player left zamalek someth call doubl agent,0
776936,mwhite,92,2,7229,0,nedv son return u next season brought john aswan child,0
734941,mario53,40,3,868,0,happi may come form alahli super cup goe super team thank god,0
497018,jameskaren,41,2,2179,0,today world cup final argentina franc ontimenew,1
621950,karenlawson,63,3,144,0,ahm kandosi alahli player enter account coach marcel koller order particip mainli match aldakhiliyah tomorrow tuesday competit twentieth round egyptian leagu competit,1
583959,raycaitlin,73,1,1483,1,haha alahli defens correct,0
410964,dianehernandez,39,4,3964,0,love cur throw nearest rubbish free harlot harlot use burn blood stand ball still beauti sweet haha despic mental live,0
454817,jadefox,97,2,7365,1,haha stupid ruin neymar,0
804026,stuartgarcia,25,2,3636,0,principl principl club state go press team sign contract player termin contract player agre play club haha god rigid principl,0
870724,emaxwell,33,4,6112,0,zed draw neg altarsana give channel opportun climb top cairo group,1
564096,deanmichelle,82,0,4184,1,mostafa shalabi zamalek player comment score first goal white team score pyramid match brought togeth yesterday sunday cairo intern stadium,1
221478,lindeborah,26,2,6691,0,brother ferrera say world class coach must go take pill train,0
320017,krystal14,52,3,4364,1,pharco play difficult excit confront counterpart pyramid pm today thursday air defens stadium fourteenth round premier leagu competit season,1
600201,xrodriguez,23,2,8647,0,kamel zamalek haha countri go natur zamalek alahli lose consecut leagu allah suffic best dispos affair among,0
